,Headline,Date
154326,                                                           Plug Power Inc. stock outperforms competitors on strong trading day                          ,2021-01-08 21:00:00
154327,"                                                           Abbott Laboratories stock rises Friday, still underperforms market                          ",2021-01-08 20:35:00
154328,"                                                           Bristol Myers Squibb Co. stock rises Friday, still underperforms market                          ",2021-01-08 20:23:00
154329,                                                           Sarepta Stock Dropped 50% After Gene-Therapy Setback. What to Do Now.                          ,2021-01-08 19:23:00
154330,"                                                           Pfizer Inc. stock rises Friday, still underperforms market                          ",2021-01-08 19:11:00
154331,"                                                           Biogen Inc. stock rises Friday, outperforms market                          ",2021-01-08 19:06:00
154332,"                                                           Amgen Inc. stock rises Friday, outperforms market                          ",2021-01-08 18:50:00
154333,"                                                           Catalyst Pharmaceuticals Inc. stock falls Friday, underperforms market                          ",2021-01-08 18:50:00
154334,                                                           Merck & Co. Inc. stock underperforms Friday when compared to competitors                          ,2021-01-08 18:09:00
154335,                                                           Incyte Corp. stock outperforms market on strong trading day                          ,2021-01-08 16:46:00
154336,"                                                           Johnson & Johnson stock falls Friday, underperforms market                          ",2021-01-08 16:36:00
154337,"                                                           AbbVie Inc. stock rises Friday, still underperforms market                          ",2021-01-08 16:35:00
154338,"                                                           Pfizer-BioNTech Vaccine Effective Against Mutation in New Covid-19 Variants, Study Finds                          ",2021-01-08 15:51:00
154339,"                                                           Pfizer–BioNTech vaccine appears to protect against U.K. and South African COVID-19 strains in lab, study finds                          ",2021-01-08 15:23:00
157860,                                                           FDA Commissioner Says States Should Expand Covid-19 Vaccine Eligibility                          ,2021-01-08 10:55:00
157861,                                                           Moderna's COVID-19 vaccine becomes third to be authorized by U.K. regulator                          ,2021-01-08 08:29:55
157862,                                                           Europe's drug regulator says there is an extra dose in BioNTech/Pfizer's COVID-19 vaccine vials                          ,2021-01-08 08:28:18
157863,                                                           Pfizer Research Suggests Covid-19 Vaccine Will Protect Against New Variants                          ,2021-01-08 08:23:00
157864,"                                                           Pfizer and BioNTech say COVID-19 vaccine neutralizes mutation found in new U.K., South Africa variants                          ",2021-01-08 06:45:16
157865,BioNTech shares up 6% premarket,2021-01-08 06:37:11
157866,BioNTech says COVID-19 vaccine neutralizes mutation in new U.K. and South Africa variants,2021-01-08 06:34:32
157867,                                                           Plug Power Inc. stock outperforms competitors on strong trading day                          ,2021-01-07 21:00:00
157868,"                                                           Abbott Laboratories stock rises Thursday, still underperforms market                          ",2021-01-07 20:35:00
157869,"                                                           Bristol Myers Squibb Co. stock rises Thursday, still underperforms market                          ",2021-01-07 20:24:00
157870,"                                                           Pfizer Inc. stock rises Thursday, still underperforms market                          ",2021-01-07 19:11:00
157871,"                                                           Biogen Inc. stock rises Thursday, still underperforms market                          ",2021-01-07 19:06:00
157872,"                                                           Amgen Inc. stock rises Thursday, still underperforms market                          ",2021-01-07 18:50:00
157873,"                                                           Catalyst Pharmaceuticals Inc. stock rises Thursday, still underperforms market                          ",2021-01-07 18:50:00
157874,                                                           Merck & Co. Inc. stock outperforms competitors on strong trading day                          ,2021-01-07 18:09:00
157875,                                                           Incyte Corp. stock outperforms competitors on strong trading day                          ,2021-01-07 16:46:00
157876,"                                                           AbbVie Inc. stock rises Thursday, still underperforms market                          ",2021-01-07 16:36:00
157877,"                                                           Johnson & Johnson stock rises Thursday, still underperforms market                          ",2021-01-07 16:35:00
157878,                                                           Plug Power Inc. stock outperforms competitors on strong trading day                          ,2021-01-06 21:00:00
157879,"                                                           Abbott Laboratories stock falls Wednesday, underperforms market                          ",2021-01-06 20:39:00
161440,"                                                           Bristol Myers Squibb Co. stock rises Wednesday, still underperforms market                          ",2021-01-06 20:23:00
161441,"                                                           Biogen Inc. stock rises Wednesday, still underperforms market                          ",2021-01-06 19:11:00
161442,"                                                           Amgen Inc. stock rises Wednesday, outperforms market                          ",2021-01-06 18:50:00
161443,"                                                           Catalyst Pharmaceuticals Inc. stock falls Wednesday, underperforms market                          ",2021-01-06 18:50:00
161444,                                                           Merck & Co. Inc. stock outperforms market on strong trading day                          ,2021-01-06 18:09:00
161445,"                                                           Incyte Corp. stock falls Wednesday, underperforms market                          ",2021-01-06 16:46:00
161446,                                                           AbbVie Inc. stock underperforms Wednesday when compared to competitors                          ,2021-01-06 16:40:00
161447,"                                                           Johnson & Johnson stock rises Wednesday, outperforms market                          ",2021-01-06 16:35:00
161448,                                                           Pfizer Inc. stock underperforms Wednesday when compared to competitors                          ,2021-01-06 16:30:00
161449,                                                           Long-Term Treasury Yields Are Climbing as Investors Bet on Democratic Senate Wins                          ,2021-01-06 13:00:00
161450,                                                           Novavax Has Covid-19 Vaccine News Coming Out Soon. That Could Be Good for the Stock.                          ,2021-01-06 09:15:00
161451,"                                                           Plug Power Inc. stock rises Tuesday, outperforms market                          ",2021-01-05 21:00:00
161452,"                                                           Abbott Laboratories stock rises Tuesday, outperforms market                          ",2021-01-05 20:39:00
161453,"                                                           Bristol Myers Squibb Co. stock rises Tuesday, still underperforms market                          ",2021-01-05 20:24:00
161454,"                                                           Biogen Inc. stock rises Tuesday, outperforms market                          ",2021-01-05 19:11:00
161455,"                                                           Amgen Inc. stock rises Tuesday, still underperforms market                          ",2021-01-05 18:50:00
161456,"                                                           Catalyst Pharmaceuticals Inc. stock falls Tuesday, underperforms market                          ",2021-01-05 18:50:00
161457,"                                                           Merck & Co. Inc. stock rises Tuesday, still underperforms market                          ",2021-01-05 18:09:00
161458,                                                           Incyte Corp. stock underperforms Tuesday when compared to competitors                          ,2021-01-05 16:46:00
161459,"                                                           AbbVie Inc. stock rises Tuesday, outperforms market                          ",2021-01-05 16:40:00
165060,"                                                           Johnson & Johnson stock rises Tuesday, outperforms market                          ",2021-01-05 16:35:00
165061,                                                           Pfizer Inc. stock underperforms Tuesday when compared to competitors despite daily gains                          ,2021-01-05 16:30:00
165062,                                                           Pfizer Drops the Big Blue Pill to Highlight Shift in Strategy                          ,2021-01-05 10:42:00
165063,"                                                           Plug Power Inc. stock falls Monday, underperforms market                          ",2021-01-04 21:01:00
165064,                                                           Abbott Laboratories stock outperforms market despite losses on the day                          ,2021-01-04 20:35:00
165065,                                                           Bristol Myers Squibb Co. stock outperforms market despite losses on the day                          ,2021-01-04 20:24:00
165066,                                                           Biogen Inc. stock outperforms market despite losses on the day                          ,2021-01-04 19:07:00
165067,"                                                           Amgen Inc. stock falls Monday, still outperforms market                          ",2021-01-04 18:51:00
165068,"                                                           Catalyst Pharmaceuticals Inc. stock rises Monday, outperforms market                          ",2021-01-04 18:46:00
165069,                                                           Merck & Co. Inc. stock underperforms Monday when compared to competitors                          ,2021-01-04 18:05:00
165070,                                                           The Stock Market Got Hit Hard by Covid Fears. Why the Concerns May Be Overblown.                          ,2021-01-04 18:03:00
165071,                                                           Incyte Corp. stock outperforms market despite losses on the day                          ,2021-01-04 16:46:00
165072,                                                           AbbVie Inc. stock underperforms Monday when compared to competitors                          ,2021-01-04 16:40:00
165073,"                                                           Johnson & Johnson stock falls Monday, still outperforms market                          ",2021-01-04 16:36:00
165074,"                                                           Pfizer Inc. stock remains steady Monday, still outperforms market                          ",2021-01-04 16:30:00
165075,                                                           Getting COVID-19 vaccines to rural America will be difficult — here’s what it will take to overcome that                          ,2021-01-04 08:12:00
165076,                                                           These are the best performing Nasdaq and S&P 500 stocks of 2020                          ,2021-01-02 08:17:00
165077,                                                           Fauci reportedly says U.S. will not extend interval between vaccine doses                          ,2021-01-01 15:38:00
165078,                                                           Merck Is One of Barron’s Top Stock Picks for the New Year. Here’s Why.                          ,2021-01-01 04:00:00
165079,                                                           The Nikkei Nears a High. Is That Good News or Bad News for Japan?                          ,2020-12-31 19:01:00
168720,                                                           Plug Power Inc. stock underperforms Thursday when compared to competitors                          ,2020-12-31 21:00:00
168721,                                                           Abbott Laboratories stock outperforms market on strong trading day                          ,2020-12-31 20:39:00
168722,                                                           Bristol Myers Squibb Co. stock outperforms competitors on strong trading day                          ,2020-12-31 20:24:00
168723,"                                                           Biogen Inc. stock rises Thursday, still underperforms market                          ",2020-12-31 19:11:00
168724,                                                           Amgen Inc. stock outperforms market on strong trading day                          ,2020-12-31 18:50:00
168725,                                                           Catalyst Pharmaceuticals Inc. stock underperforms Thursday when compared to competitors                          ,2020-12-31 18:50:00
168726,"                                                           Merck & Co. Inc. stock rises Thursday, outperforms market                          ",2020-12-31 18:09:00
168727,"                                                           Incyte Corp. stock rises Thursday, still underperforms market                          ",2020-12-31 16:46:00
168728,                                                           AbbVie Inc. stock outperforms market on strong trading day                          ,2020-12-31 16:41:00
168729,                                                           Johnson & Johnson stock outperforms competitors on strong trading day                          ,2020-12-31 16:35:00
168730,"                                                           Pfizer Inc. stock rises Thursday, still underperforms market                          ",2020-12-31 16:30:00
168731,                                                           U.K. health service pushes back interval for delivering second Pfizer coronavirus vaccine to a duration company says is untested                          ,2020-12-31 15:14:00
168732,                                                           Plug Power Inc. stock outperforms competitors on strong trading day                          ,2020-12-30 21:00:00
168733,"                                                           Abbott Laboratories stock rises Wednesday, still underperforms market                          ",2020-12-30 20:39:00
168734,                                                           Bristol Myers Squibb Co. stock underperforms Wednesday when compared to competitors despite daily gains                          ,2020-12-30 20:24:00
168735,"                                                           Biogen Inc. stock rises Wednesday, still underperforms market                          ",2020-12-30 19:11:00
168736,"                                                           Amgen Inc. stock rises Wednesday, still underperforms market                          ",2020-12-30 18:50:00
168737,"                                                           Catalyst Pharmaceuticals Inc. stock rises Wednesday, outperforms market                          ",2020-12-30 18:50:00
168738,"                                                           Merck & Co. Inc. stock falls Wednesday, underperforms market                          ",2020-12-30 18:09:00
168739,                                                           Incyte Corp. stock outperforms competitors on strong trading day                          ,2020-12-30 16:46:00
172420,                                                           AbbVie Inc. stock outperforms market on strong trading day                          ,2020-12-30 16:41:00
172421,                                                           Johnson & Johnson stock outperforms competitors on strong trading day                          ,2020-12-30 16:36:00
172422,                                                           Pfizer Inc. stock underperforms Wednesday when compared to competitors                          ,2020-12-30 16:30:00
172423,                                                           Merck Had a Disappointing 2020. Why Its Strategy Could Pay Off in 2021.                          ,2020-12-30 12:04:00
172424,                                                           Germany accused of grabbing too much vaccine — citizens also injected with five times the recommended dosage                          ,2020-12-30 07:59:00
172425,                                                           UPDATE: Coronavirus tally: Global cases of COVID-19 top 82 million as U.K. authorizes third vaccine                          ,2020-12-30 06:37:59
172426,                                                           Biden joins public health experts in expressing dismay as early days of COVID vaccine rollout in U.S. fall far short of expectations                          ,2020-12-30 06:35:00
172427,"                                                           Plug Power Inc. stock falls Tuesday, underperforms market                          ",2020-12-29 21:00:00
172428,                                                           Abbott Laboratories stock outperforms market on strong trading day                          ,2020-12-29 20:39:00
172429,                                                           Bristol Myers Squibb Co. stock underperforms Tuesday when compared to competitors despite daily gains                          ,2020-12-29 20:24:00
172430,"                                                           Biogen Inc. stock falls Tuesday, underperforms market                          ",2020-12-29 19:11:00
172431,"                                                           Amgen Inc. stock rises Tuesday, outperforms market                          ",2020-12-29 18:50:00
172432,"                                                           Catalyst Pharmaceuticals Inc. stock falls Tuesday, underperforms market                          ",2020-12-29 18:50:00
172433,                                                           Merck & Co. Inc. stock outperforms market on strong trading day                          ,2020-12-29 18:09:00
172434,"                                                           Novavax Starts a Phase 3 Trial for Its Covid Vaccine, While Arcturus Gets 5 Downgrades for Its Stock                          ",2020-12-29 17:11:00
172435,                                                           Incyte Corp. stock underperforms Tuesday when compared to competitors                          ,2020-12-29 16:46:00
172436,"                                                           AbbVie Inc. stock rises Tuesday, outperforms market                          ",2020-12-29 16:41:00
172437,                                                           Johnson & Johnson stock outperforms market on strong trading day                          ,2020-12-29 16:35:00
172438,"                                                           Pfizer Inc. stock rises Tuesday, outperforms market                          ",2020-12-29 16:30:00
172439,                                                           Pfizer and BioNTech to supply additional 100 million COVID vaccine doses to EU in 2021                          ,2020-12-29 13:31:12
176160,Pfizer and BioNTech to supply additional 100 mln COVID vaccine doses to European Union,2020-12-29 13:23:42
176161,                                                           Arcturus Therapeutics shares slide 55% after COVID vaccine data are deemed ‘underwhelming’                          ,2020-12-29 10:23:00
176162,                                                           Three More Coronavirus Vaccines Expected by Early 2021                          ,2020-12-29 09:33:00
176163,                                                           Myovant shares soar 27% on news of Pfizer prostate cancer drug collaboration worth up to $4.2 billion                          ,2020-12-29 06:05:00
176164,                                                           Plug Power Inc. stock underperforms Monday when compared to competitors                          ,2020-12-28 21:01:00
176165,"                                                           Abbott Laboratories stock falls Monday, underperforms market                          ",2020-12-28 20:39:00
176166,"                                                           Bristol Myers Squibb Co. stock falls Monday, underperforms market                          ",2020-12-28 20:24:00
176167,                                                           Biogen Inc. stock underperforms Monday when compared to competitors                          ,2020-12-28 19:11:00
176168,"                                                           Amgen Inc. stock rises Monday, still underperforms market                          ",2020-12-28 18:50:00
176169,"                                                           Catalyst Pharmaceuticals Inc. stock rises Monday, still underperforms market                          ",2020-12-28 18:50:00
176170,"                                                           Merck & Co. Inc. stock rises Monday, still underperforms market                          ",2020-12-28 18:09:00
176171,                                                           Incyte Corp. stock outperforms competitors despite losses on the day                          ,2020-12-28 16:46:00
176172,"                                                           AbbVie Inc. stock rises Monday, still underperforms market                          ",2020-12-28 16:41:00
176173,"                                                           Johnson & Johnson stock rises Monday, still underperforms market                          ",2020-12-28 16:36:00
176174,                                                           Pfizer Inc. stock underperforms Monday when compared to competitors                          ,2020-12-28 16:30:00
176175,                                                           McKesson Stock May Be the Real Covid Vaccine Winner. Here’s Why.                           ,2020-12-28 09:39:00
176176,                                                           UPDATE: Myovant shares soar 20% premarket on news of Pfizer cancer drug deal worth up to $4.2 billion                          ,2020-12-28 08:33:06
176177,Myovant shares jump 16% premarket,2020-12-28 07:19:24
176178,Pfizer and Myovant to jointly develop women's cancer treatment in deal worth up to $4.2 bln,2020-12-28 07:18:49
176179,                                                           First shots given as EU rolls out its COVID-19 vaccine campaign                          ,2020-12-27 18:19:00
179940,"                                                           Germany, Hungary give 1st vaccine shots ahead of EU rollout                          ",2020-12-26 13:46:00
179941,"                                                           What could rattle markets in 2021, even as vaccines are rolling out                          ",2020-12-26 10:03:00
179942,                                                           Plug Power Inc. stock underperforms Thursday when compared to competitors                          ,2020-12-24 21:00:00
179943,"                                                           Abbott Laboratories stock rises Thursday, outperforms market                          ",2020-12-24 20:39:00
179944,"                                                           Bristol Myers Squibb Co. stock rises Thursday, still underperforms market                          ",2020-12-24 20:24:00
179945,                                                           Biogen Inc. stock underperforms Thursday when compared to competitors                          ,2020-12-24 19:11:00
179946,"                                                           Amgen Inc. stock falls Thursday, underperforms market                          ",2020-12-24 18:50:00
179947,"                                                           Catalyst Pharmaceuticals Inc. stock remains steady Thursday, underperforms market                          ",2020-12-24 18:50:00
179948,"                                                           Merck & Co. Inc. stock rises Thursday, outperforms market                          ",2020-12-24 18:09:00
179949,                                                           Small-Caps Have Been Too Hot. Here’s What It Means for the Stock Market.                          ,2020-12-24 17:47:00
179950,                                                           Incyte Corp. stock underperforms Thursday when compared to competitors                          ,2020-12-24 16:46:00
179951,                                                           AbbVie Inc. stock outperforms competitors despite losses on the day                          ,2020-12-24 16:41:00
179952,"                                                           Johnson & Johnson stock rises Thursday, still underperforms market                          ",2020-12-24 16:35:00
179953,"                                                           Pfizer Inc. stock falls Thursday, underperforms market                          ",2020-12-24 16:30:00
179954,"                                                           Daily death toll from COVID-19 climbs to more than 3,400, the same day vaccinations top 1 million                          ",2020-12-24 12:14:00
179955,                                                           Plug Power Inc. stock outperforms market on strong trading day                          ,2020-12-23 21:00:00
179956,"                                                           Abbott Laboratories stock falls Wednesday, underperforms market                          ",2020-12-23 20:39:00
179957,                                                           Bristol Myers Squibb Co. stock underperforms Wednesday when compared to competitors                          ,2020-12-23 20:24:00
179958,                                                           Biogen Inc. stock outperforms competitors on strong trading day                          ,2020-12-23 19:11:00
179959,                                                           New U.S. Covid-19 Vaccine Deal Gives Pfizer $2 Billion More in Sales                          ,2020-12-23 11:05:00
183760,                                                           Amgen Inc. stock outperforms competitors on strong trading day                          ,2020-12-23 18:50:00
183761,"                                                           Catalyst Pharmaceuticals Inc. stock remains steady Wednesday, still outperforms market                          ",2020-12-23 18:50:00
183762,                                                           Merck & Co. Inc. stock outperforms market on strong trading day                          ,2020-12-23 18:09:00
183763,"                                                           Incyte Corp. stock falls Wednesday, underperforms market                          ",2020-12-23 16:46:00
183764,                                                           AbbVie Inc. stock underperforms Wednesday when compared to competitors despite daily gains                          ,2020-12-23 16:41:00
183765,                                                           Johnson & Johnson stock outperforms competitors despite losses on the day                          ,2020-12-23 16:35:00
183766,"                                                           Pfizer Inc. stock rises Wednesday, outperforms market                          ",2020-12-23 16:30:00
183767,                                                           President Trump Vetoes Defense Bill                          ,2020-12-23 16:29:00
183768,"                                                           U.S. COVID-19 deaths surge back to more than 3,000 a day as hospitalizations spike to another record                          ",2020-12-23 14:37:00
183769,                                                           AstraZeneca’s COVID-19 vaccine could be approved in U.K. ‘shortly after Christmas’ – top Oxford scientist says                          ,2020-12-23 10:32:00
183770,                                                           3 Stock Market Risks That Aren’t a Covid Stimulus Package                          ,2020-12-23 08:56:00
183771,                                                           Coronavirus Mutation May Already Be in the U.S.                          ,2020-12-23 08:32:00
183772,"                                                           Pfizer, BioNTech to supply U.S. with an additional 100 million doses of COVID-19 vaccine for about $2 billion                          ",2020-12-23 07:16:44
183773,"Pfizer, BioNTech to supply U.S. gov't with add'l 100 mln doses of COVID-19 vaccine ",2020-12-23 07:03:33
183774,"                                                           Plug Power Inc. stock rises Tuesday, outperforms market                          ",2020-12-22 21:00:00
183775,"                                                           Abbott Laboratories stock rises Tuesday, outperforms market                          ",2020-12-22 20:39:00
183776,                                                           Stock Futures Fall Slightly After Trump Calls for Major Changes to Stimulus Bill                          ,2020-12-22 20:31:00
183777,                                                           Bristol Myers Squibb Co. stock underperforms Tuesday when compared to competitors                          ,2020-12-22 20:24:00
183778,                                                           U.S. close to deal with Pfizer to buy millions more vaccine doses                          ,2020-12-22 20:00:00
183779,                                                           Biogen Inc. stock outperforms market despite losses on the day                          ,2020-12-22 19:11:00
187620,"                                                           Amgen Inc. stock falls Tuesday, underperforms market                          ",2020-12-22 18:50:00
187621,                                                           Catalyst Pharmaceuticals Inc. stock underperforms Tuesday when compared to competitors                          ,2020-12-22 18:50:00
187622,                                                           Merck & Co. Inc. stock outperforms competitors on strong trading day                          ,2020-12-22 18:09:00
187623,                                                           Bank debt leads corporate bond rally sparked by COVID-19 vaccine rollout                          ,2020-12-22 16:52:00
187624,                                                           Incyte Corp. stock outperforms market on strong trading day                          ,2020-12-22 16:46:00
187625,                                                           AbbVie Inc. stock outperforms competitors despite losses on the day                          ,2020-12-22 16:41:00
187626,                                                           Johnson & Johnson stock underperforms Tuesday when compared to competitors                          ,2020-12-22 16:35:00
187627,                                                           Pfizer Inc. stock underperforms Tuesday when compared to competitors                          ,2020-12-22 16:30:00
187628,"                                                           U.S. tops 18 million COVID-19 cases, as daily new cases and deaths are back on the rise                          ",2020-12-22 15:02:00
187629,                                                           BioNTech boss says more tests needed to see if vaccine protects against new COVID-19 strain                          ,2020-12-22 11:52:00
187630,                                                           A Vaccine Doesn’t Solve Everything for Europe’s Economy. Here Are the Hurdles in 2021.                          ,2020-12-22 11:41:00
187631,                                                           Europe Pushes Ahead With Vaccine Rollout as New Coronavirus Variant Closes Borders                          ,2020-12-22 09:02:00
187632,"                                                           Plug Power Inc. stock rises Monday, outperforms market                          ",2020-12-21 21:00:00
187633,"                                                           Abbott Laboratories stock falls Monday, underperforms market                          ",2020-12-21 20:39:00
187634,                                                           Bristol Myers Squibb Co. stock underperforms Monday when compared to competitors                          ,2020-12-21 20:24:00
187635,                                                           Biogen Inc. stock outperforms competitors despite losses on the day                          ,2020-12-21 19:11:00
187636,"                                                           Amgen Inc. stock falls Monday, underperforms market                          ",2020-12-21 18:50:00
187637,                                                           Catalyst Pharmaceuticals Inc. stock underperforms Monday when compared to competitors                          ,2020-12-21 18:50:00
187638,"                                                           Merck & Co. Inc. stock falls Monday, still outperforms market                          ",2020-12-21 18:09:00
187639,"                                                           Incyte Corp. stock falls Monday, underperforms market                          ",2020-12-21 16:46:00
191520,"                                                           AbbVie Inc. stock falls Monday, underperforms market                          ",2020-12-21 16:40:00
191521,                                                           Johnson & Johnson stock outperforms competitors despite losses on the day                          ,2020-12-21 16:35:00
191522,                                                           Pfizer Inc. stock outperforms competitors despite losses on the day                          ,2020-12-21 16:30:00
191523,"                                                           U.S. COVID-19 cases, deaths and hospitalizations fall again, as vaccine reinforcements are coming                          ",2020-12-21 14:38:00
191524,                                                           E.U. committee recommends authorization of BioNTech and Pfizer's coronavirus vaccine                          ,2020-12-21 14:37:50
191525,                                                           Here’s when most Americans will be able to get a COVID-19 vaccine                          ,2020-12-21 13:02:00
191526,                                                           European Union Approves Pfizer-BioNTech Covid Vaccine. What Comes Next.                                      ,2020-12-21 10:50:00
191527,"                                                           People over 75, essential workers should be next in line for vaccine, panel says                          ",2020-12-20 18:27:00
191528,"                                                           Those who’ve had coronavirus should also get vaccinated, top official says                          ",2020-12-20 17:01:00
191529,                                                           Weekend reads: Buy Nio’s stock instead of Tesla                          ,2020-12-19 08:14:00
191530,"                                                           ‘Wear masks when seeing family over Christmas,’ WHO urges Europeans, as regulator accelerates COVID vaccine timeline                          ",2020-12-19 04:00:00
191531,"                                                           Plug Power Inc. stock rises Friday, outperforms market                          ",2020-12-18 21:03:00
191532,                                                           Abbott Laboratories stock outperforms market on strong trading day                          ,2020-12-18 20:37:00
191533,                                                           Bristol Myers Squibb Co. stock outperforms market on strong trading day                          ,2020-12-18 20:26:00
191534,                                                           FDA grants Moderna authorization for a second COVID-19 vaccine                          ,2020-12-18 20:02:00
191535,                                                           Biogen Inc. stock underperforms Friday when compared to competitors                          ,2020-12-18 19:09:00
191536,                                                           Amgen Inc. stock underperforms Friday when compared to competitors                          ,2020-12-18 18:53:00
191537,                                                           Catalyst Pharmaceuticals Inc. stock underperforms Friday when compared to competitors                          ,2020-12-18 18:51:00
191538,                                                           Merck & Co. Inc. stock underperforms Friday when compared to competitors                          ,2020-12-18 18:11:00
191539,                                                           Moderna’s Covid Vaccine Gets FDA Panel Review Today. What to Expect.                           ,2020-12-17 15:27:00
195460,                                                           Incyte Corp. stock outperforms market on strong trading day                          ,2020-12-18 16:49:00
195461,"                                                           AbbVie Inc. stock falls Friday, underperforms market                          ",2020-12-18 16:43:00
195462,                                                           Johnson & Johnson stock outperforms market on strong trading day                          ,2020-12-18 16:38:00
195463,                                                           Pfizer Inc. stock underperforms Friday when compared to competitors                          ,2020-12-18 16:33:00
195464,"                                                           Vaccines Could Be Available to the U.S. Public in March, Fauci Says                          ",2020-12-18 15:17:00
195465,"                                                           U.S. COVID-19 daily death toll slips, but stays above 3,000 for 3rd-straight day                          ",2020-12-18 14:39:00
195466,                                                           Moderna’s Vaccine Is Close to Getting a Thumbs-Up. Its Stock Is Taking a Hit.                           ,2020-12-18 10:28:00
195467,                                                           FDA committee supports authorization of Moderna’s COVID-19 vaccine                          ,2020-12-18 08:24:00
195468,"                                                           Walgreens plans to administer COVID-19 vaccine to 3 million people at 35,000 long-term care facilities                          ",2020-12-18 07:49:05
195469,"Walgreens plans to administer COVID-19 vaccine to 3 million residents, staff of long-term care facilities",2020-12-18 07:38:34
195470,Walgreens has begun administering Pfizer's COVID-19 vaccine at long-term care facilities,2020-12-18 07:37:59
195471,                                                           Some states complain their allotments of Pfizer’s coronavirus vaccine will be cut next week                          ,2020-12-17 23:51:00
195472,"                                                           Plug Power Inc. stock rises Thursday, outperforms market                          ",2020-12-17 21:00:00
195473,                                                           Abbott Laboratories stock outperforms market on strong trading day                          ,2020-12-17 20:35:00
195474,"                                                           Bristol Myers Squibb Co. stock rises Thursday, still underperforms market                          ",2020-12-17 20:24:00
195475,                                                           Biogen Inc. stock underperforms Thursday when compared to competitors despite daily gains                          ,2020-12-17 19:11:00
195476,                                                           Amgen Inc. stock outperforms market on strong trading day                          ,2020-12-17 18:50:00
195477,                                                           Catalyst Pharmaceuticals Inc. stock underperforms Thursday when compared to competitors                          ,2020-12-17 18:50:00
195478,                                                           Moderna’s Covid-19 Vaccine Is Backed by FDA Advisory Panel                          ,2020-12-17 18:13:00
195479,                                                           Merck & Co. Inc. stock underperforms Thursday when compared to competitors                          ,2020-12-17 18:09:00
199440,"                                                           Incyte Corp. stock rises Thursday, outperforms market                          ",2020-12-17 16:46:00
199441,"                                                           AbbVie Inc. stock rises Thursday, still underperforms market                          ",2020-12-17 16:41:00
199442,"                                                           Johnson & Johnson stock rises Thursday, outperforms market                          ",2020-12-17 16:36:00
199443,"                                                           Pfizer Inc. stock rises Thursday, still underperforms market                          ",2020-12-17 16:30:00
199444,"                                                           U.S. COVID-19 death toll jumps to daily record of more than 3,600, and hospitalizations extend record streak                          ",2020-12-17 14:39:00
199445,"                                                           This bitcoin fund just went up over 1,000%. Beware                          ",2020-12-17 12:59:00
199446,"                                                           These 3 regions hold the best bets for 2021, say top fund managers                          ",2020-12-17 10:35:00
199447,                                                           Moderna and Pfizer News Is Lifting Stocks—but Not the Dollar                          ,2020-12-17 08:05:00
199448,                                                           Allergic reaction to COVID-19 vaccine reported in Alaska                          ,2020-12-17 07:42:51
199449,                                                           50 of 100 Largest U.S. Public Companies Agree to Release Key Diversity Data                          ,2020-12-17 06:30:00
199450,                                                           Ski Season Is Here. A Pandemic Hasn’t Stopped Vail Stock.                          ,2020-12-17 05:30:00
199451,                                                           U.S. negotiating to buy more doses of Pfizer’s coronavirus vaccine                          ,2020-12-16 23:10:00
199452,                                                           Plug Power Inc. stock outperforms competitors despite losses on the day                          ,2020-12-16 21:01:00
